Title,Link,Date,Summary
預估罷韓失敗被網友罵翻　呱吉爆氣飆髒話：真不想搞了,https://www.ettoday.net/news/20200524/1721528.htm?from=pctaglist,2020-05-24 15:21,罷免高雄市長韓國瑜的投票將在6月6日舉行，台北市議員「呱吉」邱威傑在臉書上貼出影片，他認為投下同意罷免韓國瑜的票數僅40萬票，象徵罷韓不會過關，讓許多網友質疑他不支持罷韓。對此，邱威傑23日氣得發文大罵髒話，直呼「真不想搞了」。
呱吉預估「罷韓會失敗」…僅40萬人投同意　「多幾萬票就夾斷幾根筷子！」,https://www.ettoday.net/news/20200521/1719400.htm?from=pctaglist,2020-05-21 13:39,罷免高雄市長韓國瑜的投票將在6月6日舉行，到底罷韓會不會成功，已經成為近日民眾熱烈討論的議題。台北市議員「呱吉」邱威傑在臉書上貼出影片，他認為投下同意罷免韓國瑜的票數僅40萬票，象徵罷韓不會過關，「要是覺得結果不會這樣，就給我去投票！只要多幾萬票，我就夾斷幾根筷子！」
被列「痞子民代」罷免名單　呱吉：林盃但哩,https://www.ettoday.net/news/20200505/1707372.htm?from=pctaglist,2020-05-05 18:37,高雄市長韓國瑜罷免投票6月6日舉行，台北市議員邱威傑（呱吉）5日在臉書透露，有人將他列為罷免民意代表之一，讓他十分驚訝，他推測對方應該是為了反制罷免韓國瑜。
聲援博恩…「強暴故事是真的」　呱吉：我小學四年級被大十幾歲的傢伙強暴,https://www.ettoday.net/news/20200329/1679191.htm?from=pctaglist,2020-03-29 12:26,脫口秀主持人博恩近日在脫口秀中表演時，敘述過去曾被強暴的故事，長大後透過健身避免自己受到傷害，由於話題觸及敏感的性別議題受到討論。對此，台北市議員「呱吉」邱威傑28日在臉書也自暴，小學四年級時在長庚醫院被一名大十多歲的傢伙強暴，他以此為例希望這個世界還是有足夠的溫柔，去理解不一樣的彼此。
吳斯懷粉絲團上線秒被FB認證　呱吉氣瘋了！曝5度遭「否定我的存在」悲劇,https://www.ettoday.net/news/20200328/1678990.htm?from=pctaglist,2020-03-28 22:28,國民黨不分區立委吳斯懷上任後爭議不斷，黨中央火速切割，還要訂定立委考評機制，要他謹言慎行。日前網路上一度出現吳斯懷粉專，沒多久就消失，吳斯懷官方粉絲團27日已經正式上線，且馬上獲得臉書認證「藍勾勾」。這一幕看在台北市議員邱威傑（呱吉）眼裡很不開心，28日就氣得發文抱怨「我申請了5遍，FB還不給我！」
呱吉反對北市議會延期…「立法院都沒休息」　為何地方不開會沒關係？,https://www.ettoday.net/news/20200326/1677234.htm?from=pctaglist,2020-03-26 15:35,花蓮縣議會日前決定休會防疫新冠肺炎，成為全台議會首例。不少地方政府也分分思考是否跟進，台北市議員「呱吉」邱威傑26日在臉書表達看法，「我不贊成台北市議會延期」，也希望能趁此檢討開會的陋習。
上班不要看「3月零收入」　呱吉爆準備紓困：緩慢窒息中！,https://www.ettoday.net/news/20200319/1671904.htm?from=pctaglist,2020-03-19 20:21,網紅呱吉（邱威傑）除了是台北市議員之外，他還是知名Youtube 頻道「上班不要看」的創辦人，但近期受到新冠肺炎疫情衝擊，他透露頻道從3月迄今零進帳，更已準備紓困貸款，打算長期抗戰。
境外移入病例激增！為何不早點封關？　呱吉揭最大難處,https://www.ettoday.net/news/20200319/1671911.htm?from=pctaglist,2020-03-19 20:02,中央流行疫情指揮中心19日宣布新增8起新冠肺炎確診個案，使台灣確診病例累計來到108例，其中78例是境外移入，30例是本土病例。境外移入病例連環爆，也引發為何不早點封關的批評聲浪，台北市議員邱威傑（呱吉）揭露最大難處。
金馬導演遭影射賄賂　呱吉爆氣嗆王浩宇：看到爆料見獵心喜「就是爛」,https://www.ettoday.net/news/20200318/1670119.htm?from=pctaglist,2020-03-18 09:07,桃園市議員王浩宇16日於臉書爆料，前台北市文化基金會副執行長張益贍因補助某部電影，該導演還贈送張益贍一台「蜥蜴標誌」二手車，有貪污之嫌。對此，台北市議員「呱吉」邱威傑17日晚間在臉書質疑王浩宇，並批評對方「無的放矢，就是爛。」
呱吉為醫護人員發聲　出國禁令仍有「不合情、不合理」之處,https://www.ettoday.net/news/20200229/1656572.htm?from=pctaglist,2020-02-29 12:17,新冠肺炎（COVlD-19）除影響個人身體狀況，也間接導致不同生活層面受到限制。日前疫情指揮中心宣布所有醫事人員，包括社工等，有限度禁止出國，若有需求須報備獲准。對此，台北市議員邱威傑「呱吉」認為，後來雖然將出國限制範圍縮小至三級警報區域，但這項舉措仍有不合情與不合理的地方，在法令的適用上也有疑慮，「現金補貼旅遊費用的損失並不是真正的關鍵」等想法提出。
「歡樂無法黨」正式成立　網友瘋狂敲碗：開放入黨了嗎！,https://www.ettoday.net/news/20200219/1649399.htm?from=pctaglist,2020-02-19 17:58,市議員「呱吉」跟網紅「志祺」、「視網膜」去年11月創立的「歡樂無法黨」，終於通過審核正式成立。網友看到消息後不斷詢問，「準備開放入黨了嗎？」
「沒人愛的男人才會支持柯文哲」小學生的新政治觀　讓作家也驚嘆,https://www.ettoday.net/news/20200114/1625124.htm?from=pctaglist,2020-01-14 20:52,在資訊大量流通的世代，小朋友吸收時事的方式更加多元，甚至說出「沒人愛的男人才會支持柯文哲」的觀點，讓作家林立青就在臉書發文寫下「覺得未來台灣的孩子大概10歲就會討論政治」，也讓眾網友驚呼「台灣的未來有希望了」。
影／呱吉「受不了國民黨造謠」：哪天把你們網軍老家抄出來,https://www.ettoday.net/news/20191227/1611382.htm?from=pctaglist,2019-12-27 08:03,台北市議員秦慧珠26日於市長柯文哲專案報告後的質詢時間，針對柯文哲於世大運期間和當時尚未成為台北市議員的網紅「呱吉」邱威傑一起拍片提出質疑，柯文哲一共上過兩次呱吉直播，第一次宣傳世大運，觀傳局支付了將近10萬元酬勞，第二次則指柯文哲使用自己的競選經費，批柯是「養卡神、養網紅始祖」。
超大牌樂團！首場公開演出總統蔡英文現身助陣　許淑華用行動力支持流行音樂文化,https://www.ettoday.net/news/20191216/1602666.htm?from=pctaglist,2019-12-16 19:21,台北市信義南松山選區立委候選人許淑華於15日晚間在Adidas 101旁停車場舉辦「逗陣勇敢」嘻哈搖滾趴，總統蔡英文也親臨現場，除了呼籲大家2020/1/11勇敢站出來用3張選票顧台灣，更向現場爆滿的支持者介紹由4位大咖組成的「勇敢樂團」，並化身團長兼DJ，讓「#2020台灣要贏」的吶喊聲撼動信義區。
呱吉童年萌照曝光！從小渾身戲胞為自己創造舞台,https://www.ettoday.net/news/20191216/1601624.htm?from=pctaglist,2019-12-16 18:20,「在藝術上我們有影響力，但沒有爬上獨一無二的地位，商業上也不成功，二者息息相關。」他反芻，自己之所以失敗，不是沒天分，而是欠缺專業精神，「不管做藝術家或任何工作都不能任性，就算不是朝九晚五，也要付出相同時間心力不斷重覆做同一件事，才有可能做到最好，我那時缺乏的是這股決心。」
呱吉：大家不敢相信我真的去做，我就做給你看！,https://www.ettoday.net/news/20191209/1597617.htm?from=pctaglist,2019-12-09 11:20,聊著聊著，他不自覺把腿抬起，盤上椅子，大剌剌露出二腳丫的藍襪子，上面織滿了一串串的紅櫻桃。莫名違和的喜感，讓人想起Daniel Johnston有首歌〈The Story of an Artist〉這樣唱：「你為什麼不能像個正常人╱做些大家都喜歡的事情」。這二句歌詞非常符合他的人生寫照，求學階段，多次休學又被退學，從建中到私立高中，又從私立大學到國立大學，到最後連一個大學文憑都沒拿到。
記者問網軍！呱吉被一句話惹怒　當場掛電話「根本浪費時間」,https://www.ettoday.net/news/20191205/1594647.htm?from=pctaglist,2019-12-05 03:42,楊蕙如網軍風暴持續延燒，台北市議員「呱吉」邱威傑4日表示，他稍早接到媒體電話，說是要訪問「網軍議題」，但對方才開口講兩句，他就氣得直接掛掉電話，因為很多人根本搞不清楚重點，「我接受採訪根本是浪費時間。」
目標40萬元！「不分區立委辯論會」開放民眾募資　藍綠兩黨都同意出席,https://www.ettoday.net/news/20191204/1594171.htm?from=pctaglist,2019-12-04 13:38,台北市議員「呱吉」邱威傑4日在臉書上表示，知名YouTube頻道「上班不要看」與他的朋友一同發起「2020年政黨不分區立委辯論式政見發表會」，且獲得了國民黨、民進黨、民眾黨、時力、親民黨、台灣基進、新黨、綠黨支持，目前只剩下籌措活動的經費，因此在募資平台「嘖嘖」發起活動，目標是募到新台幣40萬8696元。
歡樂無法黨黨歌超洗腦！MV各種香菜、迷因　網笑翻：有夠ㄎㄧㄤ,https://www.ettoday.net/news/20191123/1586044.htm?from=pctaglist,2019-11-23 00:22,台北市議員「呱吉」邱威傑與網紅志祺七七、視網膜日前籌組歡樂無法黨，不僅舉辦創黨大會選出黨主席「柚子」，還推出不分區名單，結果卻因為未正式通過成政黨法人，無緣參與2020大選，所以暫時不會再有活動。然而歡樂無法黨仍舊推出黨歌MV，內容充斥香菜畫面，引起網友熱議。
快訊／歡樂無法黨來不及了！無緣2020大選　「大結局」惹哭網友,https://www.ettoday.net/news/20191121/1585206.htm?from=pctaglist,2019-11-21 22:13,網紅「呱吉」、台北市議員邱威傑與志祺七七、視網膜日前籌組歡樂無法黨，不僅舉辦創黨大會，選出黨主席，還推出不分區名單，引發熱烈討論。如今登記日截止，歡樂無法黨還未正式通過成為政黨法人，已無緣參與這次2020大選，因此稍早發布告別影片，讓許多網友備感不捨。
太歡樂了！歡樂無法黨紀禁「被動出征」　否則遭懲處「裝追蹤器」,https://www.ettoday.net/news/20191116/1581455.htm?from=pctaglist,2019-11-16 17:38,網紅議員「呱吉」邱威傑與YouTuber「志祺七七」、「視網膜」日前共同創立「歡樂無法黨」，16日在臉書粉專發布「黨紀」，內容相當搞怪，像是「追蹤器」、「媽祖託夢」、「征服宇宙」，都列入其中，網友看完直呼「太歡樂了！」
呱吉、志祺七七組黨！狂酸韓國瑜：不期望發大財、總目標大家快樂,https://www.ettoday.net/news/20191106/1573459.htm?from=pctaglist,2019-11-06 14:43,網紅出身的台北市議員「呱吉」邱威傑5日在臉書上宣布，他和YouTuber志祺七七、視網膜與共同組織「歡樂無法黨」，已向內政部提出申請，將在11月14日舉辦成立大會。邱威傑與志祺七七6日受訪強調，不期望發大財、征服宇宙，總目標是大家都快樂，引用高雄市長韓國瑜、台北市長柯文哲等人的口號，酸味十足。
呱吉成立「歡樂無法黨」　柯文哲：聽起來就很歡樂,https://www.ettoday.net/news/20191106/1573403.htm?from=pctaglist,2019-11-06 10:45,網紅出身的台北市議員「呱吉」邱威傑5日在臉書上宣布，今年11月要改變台灣的政治，和Youtuber志祺七七、視網膜與央視的朋友共同組織「歡樂無法黨」，已向內政部提出申請，預定在11月14日舉辦成立大會。對此，台北市長柯文哲笑說，這聽起來就很歡樂。
呱吉與視網膜組「歡樂無法黨」　黨綱規定「開會禁帶香菜」,https://www.ettoday.net/news/20191105/1573136.htm?from=pctaglist,2019-11-05 22:04,網紅出身的台北市議員「呱吉」邱威傑5日在臉書上宣布，今年11月要改變台灣的政治，和Youtuber志祺七七、視網膜與央視的朋友共同組織「歡樂無法黨」，而且已經向內政部提出正式申請，預定在11月14日舉辦歡樂無法黨成立大會；值得一提的是，「歡樂無法黨」的黨綱第五條寫下「全體黨員或核心黨職幹部開會應具備酒水零食（香菜除外）」，引起網友哈哈大笑。
總質詢狂問黃瀞瑩性騷擾案　呱吉：真的關心不會用粗暴的方式,https://www.ettoday.net/news/20191101/1570192.htm?from=pctaglist,2019-11-01 14:45,柯市府日前傳出市府顧問劉嘉仁藉職務之便對北市府發言人「學姐」黃瀞瑩有逾矩的行為及對話，引起各界譁然，台北市議會總質詢也群起關注。對此，台北市議員「呱吉」邱威傑說，不論藍綠都在質詢學姐性騷擾案，若是真的關心職場性騷擾與平權議題，「其實你不會想要用這麼粗暴的方式審問被害人」。
呱吉大港開唱爆粗口...韓國瑜要政風處查！他「464字突破盲腸」：貪汙了？,https://www.ettoday.net/news/20191008/1552444.htm?from=pctaglist,2019-10-08 10:29,台北市議員邱威傑日前在南台灣最大獨立音樂祭「大港開唱」台上大爆粗口，高雄市長韓國瑜見了影片後直批，「內容粗俗、下流不堪」，事後要政風處介入調查。接著李佳芬也在造勢場合中狠批，大港開唱「讓很多媽媽放聲痛哭」。但高雄市議員李柏毅卻認為，「呱吉的這段脫口秀，帶給我前所未有的療癒」！
大港爆粗口！呱吉坦承：韓國瑜當選的「集體治療室」　神邏輯讓館長秒噴笑,https://www.ettoday.net/news/20190928/1545056.htm?from=pctaglist,2019-09-28 02:39,呱吉近日因為在大港開唱爆粗口引發爭議，甚至遭到高雄市法制局長指控涉及公然猥褻。呱吉在27日晚間在館長直播節目中，完整還原當初在舞台上表演的用意，就是模仿過去高雄紅極一時的「藍寶石歌廳秀」，給所有不滿韓國瑜當選的年輕人，一個集體治療的地方。
藍營女議員指控公然猥褻！　呱吉「翻法條」回應了：你們對我感到？,https://www.ettoday.net/news/20190927/1545009.htm?from=pctaglist,2019-09-27 22:52,國民黨高雄市議員李眉蓁、邱于軒等人在高雄市議會，放出大港開唱影片，並且質疑台北市議員「呱吉」邱威傑與滅火器樂團等人，表演與言詞低俗，法制局長吳秋麗甚至稱呱吉涉公然猥褻罪。對此呱吉在臉書上，翻出法條回應了「公然猥褻罪」的說法。
影／韓國瑜轟大港開唱下流　黃捷：說「用屁眼看你」有比較高尚？,https://www.ettoday.net/news/20190927/1544959.htm?from=pctaglist,2019-09-27 20:26,國民黨總統候選人、高雄市長韓國瑜26日批評，台北市議員「呱吉」邱威傑在大港開唱爆粗口，內容粗俗下流又不堪。事隔一天，韓國瑜27日再轟樂團滅火器的表演是「貶低藝術」。對此，時代力量議員黃捷質疑，韓國瑜曾公開說「他奶奶的」、「用屁眼看你」，難道這樣的言論就比較高尚嗎？
影／大港開唱爆粗口！韓國瑜剛批呱吉「粗俗下流」　今再怒斥滅火器「貶低藝術」,https://www.ettoday.net/news/20190927/1544844.htm?from=pctaglist,2019-09-27 18:13,高雄市議會連2天開議，市長韓國瑜26日因看了國民黨團播放台北市議員邱威傑（呱吉）在台上大爆粗口的畫面而痛批「粗俗下流」，27日國民黨團再度拿出呱吉與滅火器在大港開唱表演的畫面，而韓國瑜見了後，再度砲轟「貶低藝術」，並表示自己未來會與市民一起高雄充滿文明和文化。
柯市府明訂補助表演團體禁譙三字經　呱吉：徐立信盼我簽禁青少年超商買遊戲點數,https://www.ettoday.net/news/20190923/1541608.htm?from=pctaglist,2019-09-23 18:35,北市議員提案要求市府對於補助對象活動內容的合約，應註明不得違反善良風俗、涉及意型態和政治立場，而觀傳局、文化局均允諾。北市議員「呱吉」邱威傑質疑，這是台北市長柯文哲的偶像蔣渭水想看到的台灣未來嗎？之前台北市議員徐立信也請他簽禁止20歲青少年赴超商買遊戲點數，但「弱智化整個世代，就是我們追求的社會嗎？」
博恩、呱吉、視網膜「接連被打」　人渣文本曝關鍵：都是不分區立委人選,https://www.ettoday.net/news/20190812/1510814.htm?from=pctaglist,2019-08-12 07:27,主持《博恩夜夜秀》大紅的曾博恩，日前在封閉測試環境中以「地獄梗」開鄭南榕玩笑，引發各方怒火及爭論，最後道歉並辭去主持人身分。無獨有偶，年輕人熟知的無黨籍台北市議員「呱吉」邱威傑和「視網膜」陳子見，也接連被點名「立場有問題」；對此，輔大助理教授、時力黨員「人渣文本」周偉航指出，3人受到輿論抨擊，可能和不分區立委名單有關。
「最強feat.女歌手」9m88開唱秒殺！　呱吉見本人恍神...網笑：超烙賽,https://www.ettoday.net/news/20190719/1494098.htm?from=pctaglist,2019-07-19 19:39,曾和金曲歌王Leo王合作《陪你過假日》、金曲新人ØZI《B.O》、及吳青峰《Everybody Woohoo》、馬念先《你朝我的方向走來》等曲走紅的新生代爵士女歌手9m88，終於將在8月8日推出首張創作專輯《平庸之上》，首波單曲《Aim High》月初在數位串流平台上架，且專輯未發行就先引起轟動，上週開放預購，已達到4000多張的好成績。
Leo王奪金曲歌王　呱吉挺獨立音樂爆粗口：台灣流行音樂圈「爆X弱」,https://www.ettoday.net/news/20190630/1478630.htm?from=pctaglist,2019-06-30 10:59,第30屆金曲獎頒獎典禮29日順利落幕，饒舌歌手Leo王拿下金曲歌王，不但爆冷擊敗呼聲極高的李榮浩，也是金曲獎史上第一位饒舌歌王，跌破大家眼鏡。台北市議員「呱吉」邱威傑30日開心地表示，這次真的不是金曲獎假掰，現在台灣的流行音樂圈爆X弱，還有活力的，就是獨立音樂了。
呱吉「堅持原則」現身力挺！狂讚罷工空姊：妳們絕對不是小公主，是鬥士,https://www.ettoday.net/news/20190627/1476810.htm?from=pctaglist,2019-06-27 18:26,長榮航空勞資協商破裂，桃園市空服員職業工會20日16時發起罷工活動，至今已達8天！27日下午15時左右，台北市議員「呱吉」邱威傑也現身罷工現場聲援工會。
「十大雞雞真相」呱吉分享網紅創業秘訣　想做就勇敢去做,https://www.ettoday.net/news/20190618/1470027.htm?from=pctaglist,2019-06-18 17:12,弘光科技大學通識學院這學期開辦「三創實務」課程，最後一堂課由創業網紅轉戰民代的台北市議員邱威傑（呱吉）主講，邱說，創業要思考兩點，一是沒有人做過的，不然就是自己具有獨特優勢，比方說他創業第一支破百萬觀看的影片「十大雞雞真相」，他鼓勵學生，有想做的事就勇敢去做吧。
HowHow罕見動怒「別把人民當白痴」：只看呱吉質詢還以為議員都講道理！,https://www.ettoday.net/news/20190607/1462188.htm?from=pctaglist,2019-06-07 10:18,「百萬YouTuber」HowHow（陳孜昊）平時愛搞怪以邊緣人自稱，和鄧福如結婚後被狂噹「叛徒」，總是帶給大家歡樂的他5日罕見嚴肅談政治，過去對議員質詢一點興趣都沒有，在呱吉（邱威傑）當上議員後才開始看，才發現並不是每個人都那麼和平講道理。
抗議中韓斷交！呱吉客串爽丟高麗菜　狂吼「拒買韓貨」燒聲,https://www.ettoday.net/news/20190603/1459202.htm?from=pctaglist,2019-06-03 21:14,43歲的呱吉（本名邱威傑），看起來像大學生，但其實他40歲才出道成為Youtuber，參選台北市議員順利當選，人生經歷十分起伏。他今受到《國際橋牌社》邀請客串一角，飾演熱血青年，向韓國大使館丟高麗菜洩憤，重現1992年中韓斷交社會氛圍。
「暗黑周董」正面抱起呱吉「喊爽」：一起OO硬硬的！,https://www.ettoday.net/news/20190525/1452886.htm?from=pctaglist,2019-05-25 23:10,YouTuber邱威傑（呱吉）和「暗黑周董」東尼大木今（25日）出席愛滋防治公益活動記者會，東尼大木透露已和老婆離婚，單身2、3年，他舉起雙手，正面把呱吉抱起，讓呱吉超害羞，直說：「忘了跟老婆報備，回去可能要稍微懺悔一下。」不過東尼大木則是搞笑大喊：「好爽，GG硬硬的。」
抓到特會叫青蛙拍照留念…拉近驚見超歪手勢　網秒認出：是呱吉,https://www.ettoday.net/news/20190505/1437532.htm?from=pctaglist,2019-05-05 16:17,住在鄉下常可在夏天夜晚聽見天籟般的蟲鳴鳥叫，是都市人很難體會的生活況味，不過對於淺眠的人可就難過了，有外國網友分享自己好不容易抓到頭號擾眠戰犯青蛙，拍了照片卻發現戰犯比了一個很奇怪的手勢。
政治人物為選舉開頻道　呱吉：就像同學推直銷,https://www.ettoday.net/news/20190429/1433112.htm?from=pctaglist,2019-04-29 13:40,近年來，台灣近年來選舉形態改變，空戰逐漸取代傳統文宣、組織戰，政治人物積極經營社群媒體。對此，也是網紅出身的台北市議員呱吉（邱威傑）29日表示，多數政治人物開頻道發文章，都是為了選舉，「但對觀眾來說就像是好久不見的高中同學打電話給你：『好久不見，要不要一起出來喝咖啡。』」
呱吉「忍不住」評韓國瑜2020聲明：他有點萌,https://www.ettoday.net/news/20190423/1428565.htm?from=pctaglist,2019-04-23 14:40,高雄市長韓國瑜今(23日)針對2020總統大選發表5點聲明，他提到，對於國民黨2020年總統大選，此時此刻，無法參加現行制度的初選。台北市議員「呱吉」邱威傑覺得韓國瑜「有點萌」，並翻譯他的聲明意思「人家...才不會因為你們特別訂做的初選規則出來選呢...」。
郭台銘被「媽祖託夢」又稱要等關公　呱吉：神明自助餐？,https://www.ettoday.net/news/20190417/1424342.htm?from=pctaglist,2019-04-17 16:09,鴻海董事長郭台銘17日抵達新北市板橋慈惠宮參拜，直言「媽祖託夢」要他出來做事；但下午在淡水武聖宮拜關公時，被問到是否確定參選，又回答「等祂們告訴我」。針對郭台銘的言論，台北市議員「呱吉」邱威傑在臉書質疑，「這神明自助餐？」
【人雲亦云】呱吉、賴祥蔚／利用社群網站打資訊戰可能嗎？如何防範？,https://www.ettoday.net/news/20190416/1423259.htm?from=pctaglist,2019-04-16 11:25,最近這一陣子，網路資訊戰的議題再掀熱議，許多民眾憂心假新聞可能會動搖國本，不懷好意的一方會都透過購買臉書、IG帳號，將假消息散播到各個角落。但利用社群網站打資訊戰真有可能嗎？大眾要如何預防假消息？臺北市議員邱威傑，以及臺藝大廣電系教授賴祥蔚分享看法，來聽聽他們怎麼說。
影／呱吉首槓柯文哲「公宅質詢拳拳到肉」　萬人讚爆：老議員情何以堪,https://www.ettoday.net/news/20190413/1421395.htm?from=pctaglist,2019-04-13 10:31,台北市議員邱威傑(呱吉)2018年以網紅之姿，首次參選議員就當選，後續表現備受關注。呱吉10日獻出質詢處女秀，他首度質詢台北市長柯文哲關於社會住宅議題，影片一出引發網友大讚，認為這段質詢根本超越水準，還有網友說「突然出現這麼有教養的議員真不習慣」。
呱吉拒絕時力邀約「不想當人形立牌！」　下句話霸氣力挺釣出林昶佐,https://www.ettoday.net/news/20190403/1414558.htm?from=pctaglist,2019-04-03 17:21,從網紅界攻進政壇的台北市議員「呱吉」邱威傑，之前因為公布議員賺多少受到媒體關注。在網路上擁有高影響力的呱吉收到時代力量立委林昶佐的邀請，希望能替立委候選人陳雨凡站台，但是呱吉卻表示「不想當個人形立牌而已」，但是會陪著他們走完這場漫長的選舉之路。
呱吉控大巨蛋移樹偷襲　北市府：想提早說明但議員沒空,https://www.ettoday.net/news/20190317/1401252.htm?from=pctaglist,2019-03-17 10:41,台北市政府16日凌晨將開始移植大巨蛋周邊的樹，引起台北市議員「呱吉」邱威傑與環團不滿，呱吉認為，與市府已經約定18日開說明會，市府卻提前偷跑先移樹。對此，市府體育局表示，原本雙方約定18日說明，只是施工在即、想提前到15日，但議員當天有其他行程，因此沒有展開說明會。
北市大巨蛋徹夜移樹　呱吉：這是我最魯最爛的一天,https://www.ettoday.net/news/20190316/1400710.htm?from=pctaglist,2019-03-16 14:43,台北市議員「呱吉」邱威傑，近期發布了兩則「民主開箱」影片，提到大巨蛋是否違法復工，在最新一集影片中，呱吉表示，在那個現場他很快的發現一件事，「我無法阻止這件事情的發生」。
影／呱吉挺進北市議會感慨　「旁邊站的是白癡、台派的智障不少」,https://www.ettoday.net/news/20190314/1399286.htm?from=pctaglist,2019-03-14 16:08,台北市議員「呱吉」邱威傑任職將滿三個月，14日他在臉書改慨，參與政治後發現「自稱台派的智障其實不比統派少」。
議員年收入257萬！呱吉「灌滿助理4萬薪」倒貼苦笑：為何不當YouTuber就好,https://www.ettoday.net/news/20190312/1397018.htm?from=pctaglist,2019-03-12 10:09,台北市議員邱威傑是網路上超高人氣的YouTuber「呱吉」，不斷出版「民主開箱」等系列影片。他最新一集大方公開自己的薪資，講述市議員一年的收入可領到的金額約為257萬元，然而當他扣除辦公室租金、助理設備等雜支後，一年收入大概只有120萬元，於是他打破了不少人認為「當官很好賺」的刻板印象，問自己如果想賺錢，「我為什麼不去做一個普通的YouTuber就好了？」
「北市議員薪資細項」大公開　呱吉：手不髒的話…不算容易賺錢,https://www.ettoday.net/news/20190311/1396608.htm?from=pctaglist,2019-03-11 16:05,從網紅轉戰政壇，在網路上擁有超高人氣、綽號「呱吉」的YouTuber邱威傑，上任後開始拍攝「民主開箱」等一系列影片，將參選市議員的過程到選上後工作內容全部公開，最近一集講到台北市議員一年薪資，所有費用加起來可拿257萬元，但扣掉辦公室租金、助理設備等雜支後，一年收入大概只有120萬左右，如果想賺錢，「我為什麼不去做一個普通的 Youtuber 就好了？」
黃昭順質詢拍桌罵「混怒」　呱吉嗆：邏輯不通、不能再輸給這些白癡,https://www.ettoday.net/news/20190306/1392532.htm?from=pctaglist,2019-03-06 10:43,國民黨立委黃昭順質詢政院長蘇貞昌拍桌怒嗆「我們很『混怒』」，影片曝光後在網路上引起討論。對此，台北市議員「呱吉」邱威傑在臉書上感嘆，「邏輯不通的質詢讓人到失望」，更強調，「我們不能再輸給這些白癡」。
影／學生連署「終結放榜新聞」　雄女點頭了：未來不開放榜記者會,https://www.ettoday.net/news/20190223/1384712.htm?from=pctaglist,2019-02-23 09:49,大學學測即將在25日放榜，對此，高雄女中有學生近期發起連署活動，希望「終結放榜新聞」，促使校方、媒體與社會聽到反對放榜新聞的聲音，別讓成功成為單一的刻板印象。如今，雄女校長林香吟已答應簽署，未來不召開放榜記者會。其他學校則還在考慮階段。
呱吉不是唯一！喜劇演員變身政治人物　攻佔全球政壇,https://www.ettoday.net/news/20190216/1379367.htm?from=pctaglist,2019-02-16 15:59,本名邱威傑的YouTuber呱吉以幽默詼諧的影片在網路上累積不少粉絲，挾著高人氣當選台北市議員。事實上，喜劇演員參政在全球並不稀奇，更不乏成功當選一國元首的案例。外媒指出，在當前民粹主義的風潮下，喜劇演員以反體制、反權威形象，加上簡單幽默的訴求榮獲選民青睞，成功轉型政治人物，這股風潮也顯示選民對傳統政治的厭煩與質疑。
網紅轉政！ 呱吉吊車尾當選市議員「真的督到柯文哲」,https://www.ettoday.net/news/20190206/1338697.htm?from=pctaglist,2019-02-06 09:15,2018年九合一大選結束後，台灣政壇注入一股新氣象。在網路上人氣超高的無黨籍「呱吉」邱威傑成功闖進台北市議會，就如他選前所說的要「督」台北市長柯文哲，最後真的成真了！
學霸YouTuber是他！「滿分300考283」　PR99強者曝必勝攻略,https://www.ettoday.net/news/20190204/1360196.htm?from=pctaglist,2019-02-04 16:36,YouTuber成為新興行業後，越來越多的人投入影片創作，當中包含不少名校畢業生打破傳統觀念，不再以穩定的工作為唯一目標，而是勇敢追夢。YouTuber HowHow先前曾製作「明星高中大亂鬥」，8位畢業於明星高中的YouTuber齊聚一堂，別看他們平時在影片中各種搞笑，考高中時成績可是嚇嚇叫！
明星高中YouTuber！「學霸技能」曝光..只看題目5字就知道答案,https://www.ettoday.net/news/20190202/1361962.htm?from=pctaglist,2019-02-02 20:30,知名YouTuber HowHow本身畢業於師大附中，邀請了畢業於建中的呱吉、台中一中蔡哥及啾啾鞋、台南一中Joeman、武陵高中林辰、成功高中星培、花蓮高中黃大謙一起錄製「明星高中大亂鬥」，8人展開腦力激盪賽，雖然題目走得是搞笑中帶點知識的路線，但廝殺依舊刺激，這一系列的影片中，光是上集至本文截稿為止，已經突破200萬觀看次數。
北市議會比交友APP還神？網紅議員QQ怨「被排擠」,https://www.ettoday.net/news/20190129/1368698.htm?from=pctaglist,2019-01-29 16:29,台北市議會緋聞不斷，讓知名網紅、台北市議員邱威傑「呱吉」在臉書上感嘆，選後議會起碼搓合了四五對情侶，比交友APP還厲害，「當市議會有半數人都相親相愛的時候，我是不是被排擠了啦 QQ」。
搶不到馬英九春聯沒關係！呱吉邱威傑發限量春聯「吉」起來,https://www.ettoday.net/news/20190127/1366811.htm?from=pctaglist,2019-01-27 12:10,前總統馬英九19日發送春聯吸引民眾瘋搶，網路上更喊出1萬2299元人民幣的天價。不過，沒有搶到馬英九的春聯沒關係，新科台北市議員「呱吉」邱威傑也跟風發春聯，樣式很簡單就是一個「吉」字，已經有網友揪團要去現場搶了！
首次質詢不會學王世堅帶道具　呱吉酸「那樣有點可笑」,https://www.ettoday.net/news/20181230/1344348.htm?from=pctaglist,2018-12-30 19:31,新科議員網紅「呱吉」邱威傑上網路節目驚爆議員撈錢內幕，外界也好奇他首次質詢會如何表現，呱吉透露，希望讓大家知道他專業、認真的部分，不會像民進黨市議員王世堅一樣帶道具，表演成分太高，有點可笑。
